ID ClusterSize NResp Trt Dataset
72 6 0 D 288
73 10 10 A 288
74 6 0 B 288
75 5 1 C 288
76 3 0 D 288
77 10 3 A 288
78 4 0 B 288
79 4 0 C 288
80 7 1 D 288
81 3 1 A 288
82 4 0 B 288
83 10 0 C 288
84 4 0 D 288
85 10 1 A 288
86 4 2 B 288
87 4 2 C 288
88 5 0 D 288
89 5 5 A 288
90 2 0 B 288
91 6 2 C 288
92 3 0 D 288
93 6 0 A 288
94 3 0 B 288
95 3 0 C 288
96 5 0 D 288
97 7 1 A 288
98 4 2 B 288
99 7 1 C 288
100 7 2 D 288
1 9 5 A 289
2 8 1 B 289
3 2 0 C 289
4 4 1 D 289
5 4 1 A 289
6 7 0 B 289
7 6 2 C 289
8 3 0 D 289
9 6 4 A 289
10 8 5 B 289
11 3 2 C 289
12 6 1 D 289
13 6 6 A 289
14 5 0 B 289
15 6 1 C 289
16 8 0 D 289
17 7 6 A 289
18 10 0 B 289
19 5 0 C 289
20 10 2 D 289
21 6 0 A 289
22 4 1 B 289
23 7 1 C 289
24 5 0 D 289
25 6 6 A 289
26 4 1 B 289
27 7 2 C 289
28 6 0 D 289
29 4 4 A 289
30 6 2 B 289
31 2 0 C 289
32 5 0 D 289
33 3 2 A 289
34 7 0 B 289
35 5 1 C 289
36 3 1 D 289
37 7 1 A 289
38 7 0 B 289
39 10 5 C 289
40 9 0 D 289
41 7 3 A 289
42 4 1 B 289
43 1 0 C 289
44 6 0 D 289
45 3 1 A 289
46 3 0 B 289
47 6 0 C 289
48 10 0 D 289
49 4 1 A 289
50 8 0 B 289
51 4 0 C 289
52 7 0 D 289
53 7 7 A 289
54 7 1 B 289
55 5 2 C 289
56 7 0 D 289
57 10 5 A 289
58 5 1 B 289
59 6 5 C 289
60 6 1 D 289
61 4 4 A 289
62 9 3 B 289
63 3 0 C 289
64 8 1 D 289
65 6 0 A 289
66 10 4 B 289
67 6 0 C 289
68 2 0 D 289
69 5 0 A 289
70 4 4 B 289
71 9 0 C 289
72 5 0 D 289
73 6 2 A 289
74 4 1 B 289
75 4 1 C 289
76 8 1 D 289
77 4 0 A 289
78 8 0 B 289
79 7 2 C 289
80 3 0 D 289
81 7 1 A 289
82 10 5 B 289
83 5 2 C 289
84 5 0 D 289
85 6 4 A 289
86 6 0 B 289
87 5 0 C 289
88 4 0 D 289
89 4 0 A 289
90 8 4 B 289
91 7 1 C 289
92 3 0 D 289
93 6 0 A 289
94 6 3 B 289
95 6 0 C 289
96 3 0 D 289
97 3 2 A 289
98 10 0 B 289
99 6 2 C 289
100 6 2 D 289
1 6 3 A 290
2 7 6 B 290
3 3 0 C 290
4 4 1 D 290
5 4 0 A 290
6 4 2 B 290
7 9 2 C 290
8 4 0 D 290
9 6 4 A 290
10 6 3 B 290
11 10 0 C 290
12 2 0 D 290
13 9 0 A 290
14 7 5 B 290
15 5 0 C 290
16 3 0 D 290
17 10 10 A 290
18 4 2 B 290
19 5 1 C 290
20 3 0 D 290
21 5 1 A 290
22 9 4 B 290
23 2 1 C 290
24 6 0 D 290
25 7 2 A 290
26 8 6 B 290
27 8 2 C 290
28 3 0 D 290
29 3 0 A 290
30 6 0 B 290
31 5 3 C 290
32 7 2 D 290
33 4 4 A 290
34 7 5 B 290
35 8 1 C 290
36 9 0 D 290
37 6 6 A 290
38 5 1 B 290
39 6 1 C 290
40 5 0 D 290
41 9 2 A 290
42 5 0 B 290
43 4 2 C 290
44 5 0 D 290
45 2 0 A 290
46 5 4 B 290
47 6 0 C 290
48 10 0 D 290
49 4 4 A 290
50 7 1 B 290
51 4 2 C 290
52 5 0 D 290
53 5 0 A 290
54 6 0 B 290
55 2 1 C 290
56 4 0 D 290
57 6 0 A 290
58 9 1 B 290
59 7 1 C 290
60 7 0 D 290
61 2 2 A 290
62 5 0 B 290
63 4 0 C 290
64 4 0 D 290
65 3 3 A 290
66 10 3 B 290
67 2 0 C 290
68 3 0 D 290
69 5 0 A 290
70 5 1 B 290
71 6 3 C 290
72 6 0 D 290
73 8 8 A 290
74 8 0 B 290
75 9 0 C 290
76 4 0 D 290
77 5 4 A 290
78 5 1 B 290
79 8 0 C 290
80 7 0 D 290
81 4 4 A 290
82 5 0 B 290
83 4 1 C 290
84 2 0 D 290
85 4 3 A 290
86 6 4 B 290
87 3 2 C 290
88 6 0 D 290
89 9 4 A 290
90 4 2 B 290
91 5 0 C 290
92 6 0 D 290
93 6 0 A 290
94 5 3 B 290
95 5 2 C 290
96 4 0 D 290
97 7 4 A 290
98 4 1 B 290
99 7 3 C 290
100 7 1 D 290
1 5 5 A 291
2 6 0 B 291
3 2 0 C 291
4 8 1 D 291
5 5 4 A 291
6 10 5 B 291
7 5 1 C 291
8 2 0 D 291
9 6 1 A 291
10 5 1 B 291
11 10 4 C 291
12 6 0 D 291
13 8 3 A 291
14 2 1 B 291
15 4 0 C 291
16 3 1 D 291
17 6 1 A 291
18 6 2 B 291
19 6 1 C 291
20 4 0 D 291
21 7 1 A 291
22 4 0 B 291
23 6 0 C 291
24 5 1 D 291
25 8 8 A 291
26 5 2 B 291
27 8 1 C 291
28 6 0 D 291
29 4 4 A 291
30 3 0 B 291
31 3 1 C 291
32 6 0 D 291
33 6 6 A 291
34 8 2 B 291
35 4 0 C 291
36 9 0 D 291
37 3 0 A 291
38 10 1 B 291
39 4 2 C 291
40 4 0 D 291
41 6 3 A 291
42 6 1 B 291
43 7 2 C 291
44 8 0 D 291
45 7 0 A 291
46 7 6 B 291
47 3 1 C 291
48 2 0 D 291
49 8 8 A 291
50 9 3 B 291
51 4 0 C 291
52 3 0 D 291
53 7 4 A 291
54 5 0 B 291
55 5 1 C 291
56 3 0 D 291
57 6 6 A 291
58 8 1 B 291
59 6 3 C 291
60 4 0 D 291
61 5 5 A 291
62 6 0 B 291
63 6 3 C 291
64 6 0 D 291
65 9 8 A 291
66 9 4 B 291
67 9 0 C 291
68 9 1 D 291
69 3 3 A 291
70 9 6 B 291
71 10 3 C 291
72 5 0 D 291
73 8 0 A 291
74 8 0 B 291
75 3 0 C 291
76 3 0 D 291
77 3 1 A 291
78 2 2 B 291
79 2 1 C 291
80 9 2 D 291
81 9 7 A 291
82 3 1 B 291
83 8 0 C 291
84 8 1 D 291
85 4 2 A 291
86 10 4 B 291
87 4 4 C 291
88 7 0 D 291
89 5 4 A 291
90 8 2 B 291
91 9 3 C 291
92 10 1 D 291
93 6 2 A 291
94 7 3 B 291
95 8 0 C 291
96 2 1 D 291
97 3 3 A 291
98 5 0 B 291
99 9 2 C 291
100 7 0 D 291
1 7 7 A 292
2 7 4 B 292
3 6 0 C 292
4 9 0 D 292
5 3 0 A 292
6 5 4 B 292
7 5 3 C 292
8 5 0 D 292
9 3 0 A 292
10 3 1 B 292
11 10 6 C 292
12 5 1 D 292
13 7 7 A 292
14 7 4 B 292
15 3 0 C 292
16 4 1 D 292
17 10 2 A 292
18 5 3 B 292
19 3 0 C 292
20 4 0 D 292
21 8 8 A 292
22 3 0 B 292
23 6 2 C 292
24 2 0 D 292
25 8 1 A 292
26 4 0 B 292
27 4 0 C 292
28 8 0 D 292
29 3 1 A 292
30 5 0 B 292
31 7 4 C 292
32 3 0 D 292
33 5 5 A 292
34 9 5 B 292
35 6 0 C 292
36 7 0 D 292
37 7 7 A 292
38 7 5 B 292
39 7 2 C 292
40 5 0 D 292
41 9 7 A 292
42 4 1 B 292
43 6 1 C 292
44 4 1 D 292
45 2 2 A 292
46 3 2 B 292
47 8 1 C 292
48 8 1 D 292
49 7 2 A 292
50 4 2 B 292
51 4 0 C 292
52 7 0 D 292
53 5 5 A 292
54 3 0 B 292
55 6 0 C 292
56 5 0 D 292
57 10 10 A 292
58 7 3 B 292
59 6 2 C 292
60 8 0 D 292
61 5 1 A 292
62 10 6 B 292
63 3 0 C 292
64 4 1 D 292
65 6 2 A 292
66 7 2 B 292
67 9 1 C 292
68 8 0 D 292
69 5 4 A 292
70 8 0 B 292
71 10 1 C 292
72 6 0 D 292
73 7 3 A 292
74 2 1 B 292
75 8 1 C 292
76 6 0 D 292
77 3 0 A 292
78 8 5 B 292
79 6 4 C 292
80 7 1 D 292
81 7 2 A 292
82 10 0 B 292
83 4 0 C 292
84 7 0 D 292
85 10 4 A 292
86 10 8 B 292
87 4 1 C 292
88 6 0 D 292
89 4 2 A 292
90 2 1 B 292
91 5 0 C 292
92 5 0 D 292
93 6 1 A 292
94 8 7 B 292
95 9 2 C 292
96 8 0 D 292
97 5 5 A 292
98 9 1 B 292
99 5 0 C 292
100 7 3 D 292
1 7 5 A 293
2 6 3 B 293
3 3 0 C 293
4 6 1 D 293
5 7 0 A 293
6 5 1 B 293
7 10 5 C 293
8 7 1 D 293
9 7 0 A 293
10 5 1 B 293
11 5 0 C 293
12 2 0 D 293
13 4 1 A 293
14 7 3 B 293
15 3 1 C 293
16 3 0 D 293
17 3 3 A 293
18 9 4 B 293
19 4 0 C 293
20 5 0 D 293
21 5 1 A 293
22 7 2 B 293
23 4 1 C 293
24 6 2 D 293
25 5 5 A 293
26 4 1 B 293
27 6 3 C 293
28 4 0 D 293
29 5 3 A 293
30 7 3 B 293
31 8 0 C 293
32 2 0 D 293
33 9 9 A 293
34 7 4 B 293
35 6 0 C 293
36 6 2 D 293
37 6 6 A 293
38 4 2 B 293
39 5 0 C 293
40 9 0 D 293
41 5 3 A 293
42 4 1 B 293
43 9 2 C 293
44 5 0 D 293
45 3 3 A 293
46 9 0 B 293
47 7 2 C 293
48 10 5 D 293
49 6 6 A 293
50 5 0 B 293
51 5 1 C 293
52 7 0 D 293
53 7 7 A 293
54 8 4 B 293
55 9 1 C 293
56 6 0 D 293
57 7 1 A 293
58 3 1 B 293
59 8 0 C 293
60 7 1 D 293
61 5 0 A 293
62 6 2 B 293
63 6 2 C 293
64 4 1 D 293
65 8 8 A 293
66 7 1 B 293
67 5 0 C 293
68 10 0 D 293
69 2 2 A 293
70 4 1 B 293
71 10 1 C 293
72 6 0 D 293
73 10 10 A 293
74 5 0 B 293
75 7 0 C 293
76 8 0 D 293
77 7 6 A 293
78 2 1 B 293
79 10 4 C 293
80 7 0 D 293
81 10 6 A 293
82 6 0 B 293
83 9 4 C 293
84 7 0 D 293
85 6 5 A 293
86 10 0 B 293
87 6 2 C 293
88 10 0 D 293
89 5 2 A 293
90 3 3 B 293
91 10 1 C 293
92 5 0 D 293
93 5 5 A 293
94 3 2 B 293
95 5 0 C 293
96 6 2 D 293
97 8 7 A 293
98 7 0 B 293
99 7 2 C 293
100 8 1 D 293
1 4 4 A 294
2 5 2 B 294
3 6 0 C 294
4 9 0 D 294
5 6 3 A 294
6 7 1 B 294
7 6 4 C 294
8 5 1 D 294
9 9 9 A 294
10 5 2 B 294
11 5 0 C 294
12 7 0 D 294
13 9 8 A 294
14 5 1 B 294
15 6 2 C 294
16 1 0 D 294
17 5 1 A 294
18 7 0 B 294
19 6 0 C 294
20 3 1 D 294
21 7 5 A 294
22 6 4 B 294
23 8 1 C 294
24 3 1 D 294
25 5 2 A 294
26 6 1 B 294
27 8 1 C 294
28 3 0 D 294
29 9 2 A 294
30 4 1 B 294
31 6 0 C 294
32 8 0 D 294
33 3 1 A 294
34 8 0 B 294
35 3 0 C 294
36 5 0 D 294
37 7 1 A 294
38 5 3 B 294
39 8 2 C 294
40 7 1 D 294
41 8 3 A 294
42 7 1 B 294
43 7 1 C 294
44 3 0 D 294
45 3 0 A 294
46 6 4 B 294
47 6 1 C 294
48 6 2 D 294
49 6 0 A 294
50 6 1 B 294
51 8 0 C 294
52 4 0 D 294
53 4 2 A 294
54 7 2 B 294
55 6 0 C 294
56 6 0 D 294
57 7 7 A 294
58 5 0 B 294
59 5 1 C 294
60 4 1 D 294
61 5 2 A 294
62 8 7 B 294
63 8 0 C 294
64 5 0 D 294
65 5 0 A 294
66 5 3 B 294
67 8 1 C 294
68 8 0 D 294
69 8 1 A 294
70 3 1 B 294
71 5 0 C 294
72 7 1 D 294
73 10 0 A 294
74 6 4 B 294
75 10 0 C 294
76 6 0 D 294
77 6 0 A 294
78 6 1 B 294
79 5 0 C 294
80 6 0 D 294
81 4 4 A 294
82 6 1 B 294
83 8 1 C 294
84 7 0 D 294
85 6 6 A 294
86 7 3 B 294
87 7 0 C 294
88 4 0 D 294
89 5 1 A 294
90 9 1 B 294
91 7 0 C 294
92 5 1 D 294
93 5 0 A 294
94 9 5 B 294
95 6 0 C 294
96 3 1 D 294
97 2 0 A 294
98 5 0 B 294
99 2 0 C 294
100 5 0 D 294
1 5 3 A 295
2 7 6 B 295
3 4 0 C 295
4 2 0 D 295
5 3 3 A 295
6 9 7 B 295
7 7 1 C 295
8 7 0 D 295
9 7 7 A 295
10 3 0 B 295
11 7 0 C 295
12 3 0 D 295
13 5 1 A 295
14 3 2 B 295
15 9 1 C 295
16 3 0 D 295
17 6 5 A 295
18 5 0 B 295
19 8 0 C 295
20 5 0 D 295
21 6 6 A 295
22 8 8 B 295
23 8 2 C 295
24 6 2 D 295
25 8 6 A 295
26 2 0 B 295
27 5 2 C 295
28 4 0 D 295
29 9 2 A 295
30 3 0 B 295
31 2 0 C 295
32 5 0 D 295
33 5 0 A 295
34 8 4 B 295
35 3 0 C 295
36 5 0 D 295
37 5 0 A 295
38 8 6 B 295
39 7 2 C 295
40 7 1 D 295
41 6 1 A 295
42 4 3 B 295
43 4 1 C 295
44 3 0 D 295
45 8 0 A 295
46 4 3 B 295
47 7 1 C 295
48 6 0 D 295
49 10 10 A 295
50 2 0 B 295
51 2 0 C 295
52 2 1 D 295
53 6 6 A 295
54 6 0 B 295
55 9 2 C 295
56 5 0 D 295
57 4 4 A 295
58 2 0 B 295
59 5 2 C 295
60 9 1 D 295
61 10 10 A 295
62 8 1 B 295
63 8 3 C 295
64 9 0 D 295
65 5 2 A 295
66 4 1 B 295
67 6 0 C 295
68 6 0 D 295
69 7 0 A 295
70 5 1 B 295
71 10 0 C 295
72 3 0 D 295
73 4 3 A 295
74 7 0 B 295
75 6 1 C 295
76 5 0 D 295
77 5 1 A 295
78 5 2 B 295
79 4 0 C 295
80 5 0 D 295
81 5 0 A 295
82 3 2 B 295
83 6 3 C 295
84 5 0 D 295
85 4 4 A 295
86 6 0 B 295
87 9 0 C 295
88 3 0 D 295
89 5 5 A 295
90 3 0 B 295
91 7 0 C 295
92 10 1 D 295
93 9 2 A 295
94 4 0 B 295
95 5 0 C 295
96 9 1 D 295
97 9 2 A 295
98 10 9 B 295
99 6 0 C 295
100 9 0 D 295
1 3 0 A 296
2 7 3 B 296
3 5 0 C 296
4 2 0 D 296
5 2 0 A 296
6 7 0 B 296
7 2 0 C 296
8 10 0 D 296
9 8 5 A 296
10 3 0 B 296
11 5 2 C 296
12 5 0 D 296
13 3 0 A 296
14 7 6 B 296
15 3 0 C 296
16 5 1 D 296
17 7 7 A 296
18 7 3 B 296
19 6 2 C 296
20 7 0 D 296
21 6 0 A 296
22 5 0 B 296
23 10 0 C 296
24 4 0 D 296
25 8 6 A 296
26 6 1 B 296
27 5 0 C 296
28 3 0 D 296
29 9 9 A 296
30 4 1 B 296
31 5 0 C 296
32 6 1 D 296
33 6 0 A 296
34 8 0 B 296
35 6 2 C 296
36 2 1 D 296
37 6 4 A 296
38 6 2 B 296
39 4 0 C 296
40 6 0 D 296
41 6 1 A 296
42 7 0 B 296
43 6 0 C 296
44 2 0 D 296
45 7 1 A 296
46 3 0 B 296
47 5 1 C 296
48 6 0 D 296
49 7 2 A 296
50 8 4 B 296
51 8 4 C 296
52 8 1 D 296
53 8 3 A 296
54 5 0 B 296
55 7 3 C 296
56 9 0 D 296
57 4 4 A 296
58 8 6 B 296
59 8 1 C 296
60 7 0 D 296
61 9 9 A 296
62 7 3 B 296
63 6 2 C 296
64 10 0 D 296
65 7 1 A 296
66 4 0 B 296
67 9 0 C 296
68 5 1 D 296
69 9 9 A 296
70 9 1 B 296
71 5 0 C 296
72 4 0 D 296
73 8 8 A 296
74 9 6 B 296
75 7 4 C 296
76 6 1 D 296
77 4 4 A 296
78 10 3 B 296
79 3 2 C 296
80 6 0 D 296
81 5 3 A 296
82 8 0 B 296
83 6 1 C 296
84 5 0 D 296
85 6 1 A 296
86 7 0 B 296
87 2 0 C 296
88 3 0 D 296
89 8 3 A 296
90 8 1 B 296
91 3 0 C 296
92 3 0 D 296
93 5 5 A 296
94 5 3 B 296
95 10 1 C 296
96 2 0 D 296
97 7 7 A 296
98 7 0 B 296
99 9 5 C 296
100 10 3 D 296
1 7 7 A 297
2 8 1 B 297
3 7 3 C 297
4 2 0 D 297
5 6 0 A 297
6 2 1 B 297
7 5 1 C 297
8 4 0 D 297
9 7 3 A 297
10 3 0 B 297
11 6 0 C 297
12 4 0 D 297
13 4 3 A 297
14 9 1 B 297
15 9 0 C 297
16 7 0 D 297
17 8 4 A 297
18 4 3 B 297
19 7 2 C 297
20 10 1 D 297
21 6 6 A 297
22 5 2 B 297
23 10 2 C 297
24 5 0 D 297
25 4 0 A 297
26 5 2 B 297
27 5 1 C 297
28 10 0 D 297
29 5 0 A 297
30 10 3 B 297
31 7 1 C 297
32 7 1 D 297
33 9 0 A 297
34 10 7 B 297
35 10 0 C 297
36 4 0 D 297
37 6 2 A 297
38 4 1 B 297
39 2 0 C 297
40 3 1 D 297
41 8 2 A 297
42 4 0 B 297
43 6 1 C 297
44 10 0 D 297
45 5 5 A 297
46 5 1 B 297
47 10 1 C 297
48 6 0 D 297
49 7 3 A 297
50 4 2 B 297
51 5 1 C 297
52 9 1 D 297
53 5 2 A 297
54 7 0 B 297
55 7 4 C 297
56 6 0 D 297
57 5 5 A 297
58 3 1 B 297
59 3 0 C 297
60 2 1 D 297
61 5 5 A 297
62 7 2 B 297
63 3 0 C 297
64 4 0 D 297
65 7 7 A 297
66 6 0 B 297
67 6 1 C 297
68 6 1 D 297
69 6 3 A 297
70 7 0 B 297
71 6 1 C 297
72 5 0 D 297
73 4 2 A 297
74 6 2 B 297
75 5 0 C 297
76 7 0 D 297
77 7 7 A 297
78 4 0 B 297
79 7 0 C 297
80 10 0 D 297
81 7 1 A 297
82 5 3 B 297
83 5 2 C 297
84 4 0 D 297
85 4 0 A 297
86 5 5 B 297
87 7 1 C 297
88 8 0 D 297
89 7 7 A 297
90 4 2 B 297
91 4 1 C 297
92 5 1 D 297
93 7 7 A 297
94 4 0 B 297
95 7 0 C 297
96 3 0 D 297
97 4 1 A 297
98 3 0 B 297
99 7 2 C 297
100 10 1 D 297
1 4 0 A 298
2 2 1 B 298
3 5 0 C 298
4 2 0 D 298
5 4 1 A 298
6 4 0 B 298
7 3 1 C 298
8 7 0 D 298
9 6 4 A 298
10 7 0 B 298
11 4 0 C 298
12 6 0 D 298
13 8 1 A 298
14 7 0 B 298
15 2 1 C 298
16 4 0 D 298
17 3 2 A 298
18 6 0 B 298
19 4 1 C 298
20 2 0 D 298
21 2 0 A 298
22 10 3 B 298
23 8 3 C 298
24 7 0 D 298
25 6 0 A 298
26 4 4 B 298
27 3 0 C 298
28 2 0 D 298
29 5 5 A 298
30 6 1 B 298
31 1 0 C 298
32 7 1 D 298
33 7 1 A 298
34 3 0 B 298
35 3 0 C 298
36 7 1 D 298
37 5 1 A 298
38 9 2 B 298
39 8 2 C 298
40 8 0 D 298
41 7 1 A 298
42 8 4 B 298
43 3 1 C 298
44 5 0 D 298
45 7 0 A 298
46 3 2 B 298
47 2 1 C 298
48 4 0 D 298
49 2 1 A 298
50 9 4 B 298
51 5 0 C 298
52 9 1 D 298
53 4 0 A 298
54 8 1 B 298
55 6 2 C 298
56 6 1 D 298
57 5 2 A 298
58 9 4 B 298
59 6 0 C 298
60 6 0 D 298
61 7 7 A 298
62 5 2 B 298
63 8 2 C 298
64 6 0 D 298
65 7 7 A 298
66 8 6 B 298
67 6 2 C 298
68 5 0 D 298
69 7 3 A 298
70 5 0 B 298
71 5 0 C 298
72 8 0 D 298
73 5 0 A 298
74 6 1 B 298
75 3 0 C 298
76 4 0 D 298
77 3 1 A 298
78 5 0 B 298
79 7 1 C 298
80 5 0 D 298
81 7 7 A 298
82 8 6 B 298
83 3 0 C 298
84 7 0 D 298
85 7 6 A 298
86 7 0 B 298
87 5 0 C 298
88 3 0 D 298
89 7 4 A 298
90 8 1 B 298
91 5 1 C 298
92 6 1 D 298
93 4 1 A 298
94 3 3 B 298
95 5 3 C 298
96 5 0 D 298
97 8 0 A 298
98 5 1 B 298
99 5 1 C 298
100 3 0 D 298
1 8 0 A 299
2 4 2 B 299
3 2 0 C 299
4 7 0 D 299
5 6 1 A 299
6 2 0 B 299
7 8 5 C 299
8 3 0 D 299
9 6 6 A 299
10 7 1 B 299
11 6 0 C 299
12 7 0 D 299
13 6 1 A 299
14 2 0 B 299
15 7 3 C 299
16 4 1 D 299
17 6 6 A 299
18 10 3 B 299
19 7 1 C 299
20 4 0 D 299
21 6 1 A 299
22 2 0 B 299
23 8 0 C 299
24 2 0 D 299
25 7 4 A 299
26 2 1 B 299
27 8 2 C 299
28 10 0 D 299
29 5 5 A 299
30 8 0 B 299
31 7 0 C 299
32 6 0 D 299
33 5 4 A 299
34 6 0 B 299
35 4 2 C 299
36 4 1 D 299
37 8 2 A 299
38 8 2 B 299
39 7 0 C 299
40 6 0 D 299
41 8 8 A 299
42 9 5 B 299
43 4 0 C 299
44 6 1 D 299
45 4 4 A 299
46 4 3 B 299
47 6 0 C 299
48 2 0 D 299
49 4 4 A 299
50 8 4 B 299
51 8 2 C 299
52 6 0 D 299
53 4 4 A 299
54 4 3 B 299
55 2 0 C 299
56 4 0 D 299
57 5 2 A 299
58 5 3 B 299
59 8 3 C 299
60 2 0 D 299
61 7 0 A 299
62 2 0 B 299
63 8 2 C 299
64 3 1 D 299
65 7 4 A 299
66 6 0 B 299
67 5 0 C 299
68 5 1 D 299
69 4 4 A 299
70 7 6 B 299
71 5 0 C 299
72 6 2 D 299
73 9 9 A 299
74 5 0 B 299
75 3 0 C 299
76 9 0 D 299
77 6 1 A 299
78 6 0 B 299
79 7 4 C 299
80 3 0 D 299
81 6 0 A 299
82 3 1 B 299
83 8 3 C 299
84 8 1 D 299
85 4 2 A 299
86 3 1 B 299
87 6 1 C 299
88 3 1 D 299
89 2 2 A 299
90 5 3 B 299
91 3 2 C 299
92 6 1 D 299
93 5 5 A 299
94 10 6 B 299
95 4 2 C 299
96 7 0 D 299
97 7 3 A 299
98 7 1 B 299
99 6 3 C 299
100 6 0 D 299
1 2 0 A 300
2 5 1 B 300
3 5 0 C 300
4 4 1 D 300
5 4 2 A 300
6 3 1 B 300
7 7 0 C 300
8 7 0 D 300
9 4 1 A 300
10 9 3 B 300
11 6 1 C 300
12 6 2 D 300
13 10 0 A 300
14 6 2 B 300
15 4 2 C 300
16 7 1 D 300
17 6 1 A 300
18 4 1 B 300
19 8 3 C 300
20 9 1 D 300
21 5 0 A 300
22 6 1 B 300
23 5 3 C 300
24 5 1 D 300
25 6 1 A 300
26 7 1 B 300
27 2 0 C 300
28 6 0 D 300
29 6 1 A 300
30 5 4 B 300
31 4 3 C 300
32 7 1 D 300
33 2 0 A 300
34 6 0 B 300
35 4 0 C 300
36 10 0 D 300
37 6 1 A 300
38 5 1 B 300
39 4 1 C 300
40 3 0 D 300
41 7 7 A 300
42 5 3 B 300
43 2 0 C 300
44 4 0 D 300
45 9 9 A 300
46 8 4 B 300
47 8 1 C 300
48 5 0 D 300
49 7 7 A 300
50 4 3 B 300
51 6 2 C 300
52 7 0 D 300
53 7 1 A 300
54 10 6 B 300
55 7 0 C 300
56 7 1 D 300
57 5 5 A 300
58 6 0 B 300
59 4 0 C 300
60 10 2 D 300
61 5 5 A 300
62 6 1 B 300
63 2 0 C 300
64 6 0 D 300
65 5 2 A 300
66 10 1 B 300
67 7 1 C 300
68 6 0 D 300
69 8 0 A 300
70 5 3 B 300
71 8 1 C 300
72 6 0 D 300
73 7 7 A 300
74 6 3 B 300
75 10 3 C 300
76 8 0 D 300
77 6 0 A 300
78 5 2 B 300
79 7 0 C 300
80 3 0 D 300
81 6 0 A 300
82 8 3 B 300
83 9 4 C 300
84 8 0 D 300
85 7 0 A 300
86 4 0 B 300
87 3 0 C 300
88 2 0 D 300
89 6 3 A 300
90 6 0 B 300
91 10 5 C 300
92 5 0 D 300
93 7 7 A 300
94 10 6 B 300
95 8 0 C 300
96 7 0 D 300
97 3 3 A 300
98 4 2 B 300
99 7 0 C 300
100 5 1 D 300
1 7 7 A 301
2 4 1 B 301
3 4 0 C 301
4 4 0 D 301
5 5 1 A 301
6 10 2 B 301
7 6 0 C 301
8 5 0 D 301
9 6 3 A 301
10 3 0 B 301
11 2 1 C 301
12 6 0 D 301
13 4 2 A 301
14 6 1 B 301
15 5 2 C 301
16 6 0 D 301
17 6 6 A 301
18 5 0 B 301
19 4 1 C 301
20 9 0 D 301
21 10 1 A 301
22 2 0 B 301
23 10 5 C 301
24 6 1 D 301
25 6 0 A 301
26 6 2 B 301
27 8 1 C 301
28 5 2 D 301
29 2 1 A 301
30 5 4 B 301
31 3 0 C 301
32 4 0 D 301
33 6 0 A 301
34 8 5 B 301
35 6 0 C 301
36 6 0 D 301
37 7 0 A 301
38 3 2 B 301
39 7 1 C 301
40 6 0 D 301
41 4 1 A 301
42 5 3 B 301
43 9 0 C 301
44 8 0 D 301
45 4 3 A 301
46 6 0 B 301
47 2 1 C 301
48 6 1 D 301
49 2 2 A 301
50 4 1 B 301
51 10 3 C 301
52 4 0 D 301
53 6 0 A 301
54 5 3 B 301
55 5 0 C 301
56 6 2 D 301
57 8 3 A 301
58 2 2 B 301
59 7 3 C 301
60 7 1 D 301
61 8 8 A 301
62 2 0 B 301
63 8 0 C 301
64 4 0 D 301
65 7 4 A 301
66 4 1 B 301
67 6 0 C 301
68 5 1 D 301
69 5 4 A 301
70 4 3 B 301
71 2 1 C 301
72 6 0 D 301
73 10 1 A 301
74 8 4 B 301
75 7 1 C 301
76 2 0 D 301
77 5 0 A 301
78 7 1 B 301
79 8 2 C 301
80 4 0 D 301
81 6 6 A 301
82 9 6 B 301
83 4 0 C 301
84 4 0 D 301
85 7 2 A 301
86 6 0 B 301
87 6 0 C 301
88 4 0 D 301
89 4 3 A 301
90 2 0 B 301
91 10 2 C 301
92 5 0 D 301
93 9 7 A 301
94 5 0 B 301
95 6 0 C 301
96 4 0 D 301
97 9 9 A 301
98 6 0 B 301
99 8 0 C 301
100 6 0 D 301
1 10 9 A 302
2 4 1 B 302
3 9 3 C 302
4 2 1 D 302
5 5 4 A 302
6 4 1 B 302
7 7 2 C 302
8 6 0 D 302
9 7 7 A 302
10 5 1 B 302
11 9 6 C 302
12 9 0 D 302
13 5 5 A 302
14 8 3 B 302
15 5 0 C 302
16 6 1 D 302
17 5 0 A 302
18 5 0 B 302
19 3 2 C 302
20 4 0 D 302
21 8 2 A 302
22 5 0 B 302
23 6 1 C 302
24 3 0 D 302
25 7 2 A 302
26 9 3 B 302
27 5 0 C 302
28 5 0 D 302
29 10 4 A 302
30 10 2 B 302
31 3 1 C 302
32 6 0 D 302
33 4 0 A 302
34 6 0 B 302
35 6 2 C 302
36 3 0 D 302
37 4 3 A 302
38 3 2 B 302
39 7 1 C 302
40 5 0 D 302
41 6 1 A 302
42 5 2 B 302
43 8 0 C 302
44 4 0 D 302
45 9 4 A 302
46 8 3 B 302
47 7 3 C 302
48 2 0 D 302
49 7 1 A 302
50 9 4 B 302
51 4 1 C 302
52 5 0 D 302
53 3 3 A 302
54 5 4 B 302
55 3 0 C 302
56 7 0 D 302
57 3 0 A 302
58 7 3 B 302
59 3 0 C 302
60 9 1 D 302
61 7 7 A 302
62 6 4 B 302
63 9 0 C 302
64 6 0 D 302
65 6 6 A 302
66 4 1 B 302
67 4 0 C 302
68 2 0 D 302
69 4 0 A 302
